CaseID,duration,Children6to17,childage,parental,childgender,sleepneeds,oftbathpar,oftmusicpar,oftalcoholpar,oftreadpar,oftyogapar,oftTVpar,oftonlinepar,oftOTCpar,oftotherpar,bed_school,wake_school,bed_nonschool,wake_nonschool,bedhours_school,bedhours_nonschool,sleephours_school,sleephours_nonschool,wakeupatnight,sleepinschool
803,12,1,15,1,1,8,1,4,3,4,4,4,4,3,4,9,5,10,8,8,10,8,10,1,1
822,2866,1,6,1,1,10,1,3,4,2,4,2,3,4,2,8,6,9,8,10,11,8,10,2,1
834,24,1,16,1,2,8,1,2,3,1,2,1,2,4,4,10,6,11,9,8,10,8,10,1,1
838,38,2,15,1,2,9,3,3,4,3,3,3,3,3,3,10,6,12,11,8,11,8,10,1,1
863,4,2,12,1,2,8,3,3,4,3,4,3,4,4,4,11,7,11,9,8,10,8,10,1,1
864,5,2,13,1,2,8,4,4,4,4,4,4,4,4,4,10,6,10,8,8,10,8,10,1,1
882,17,1,16,1,1,8,2,3,4,4,4,2,2,4,4,10,6,12,11,8,11,8,10,1,2
886,14,2,8,3,2,1,1,1,4,2,4,2,2,4,2,8,6,9,8,10,11,8,10,2,1
893,10,1,6,1,1,8,1,3,4,2,3,2,3,2,4,10,7,10,10,9,12,8,10,1,2
895,18,1,8,1,2,9,2,3,4,2,4,2,3,4,4,8,7,11,8,11,9,8,10,2,1
917,7,1,17,1,1,9,3,3,2,2,2,2,3,2,4,10,7,11,11,9,12,8,10,1,1
919,16,2,16,1,1,8,4,4,4,4,4,4,4,4,4,10,6,10,9,8,11,8,10,2,1
920,9,2,13,1,2,8,3,4,4,2,4,2,1,4,2,9,6,10,9,9,11,8,10,2,1
923,539,2,11,1,1,9,3,3,4,1,2,1,4,4,2,9,6,10,6,9,8,8,10,1,1
930,10,2,9,1,2,8,2,4,4,2,4,1,1,4,4,10,7,11,9,9,10,8,10,2,1
940,31,1,14,1,1,8,2,3,3,4,4,2,3,4,1,10,6,12,10,8,10,8,10,2,1
945,20,1,16,1,1,8,2,2,4,2,3,3,4,4,2,10,6,12,9,8,9,8,10,1,1
953,7,1,17,1,1,8,3,3,4,3,3,1,4,4,4,10,6,10,9,8,11,8,10,1,2
955,17,1,16,1,1,8,1,4,2,-1,4,2,2,4,2,#NULL!,#NULL!,12,11,#NULL!,11,8,10,1,1
963,15,1,13,1,2,8,2,3,4,2,4,1,2,4,3,9,7,10,9,10,11,8,10,1,1
994,16,2,14,1,1,8,4,4,4,4,4,2,-1,4,4,10,6,11,10,8,11,8,10,1,1
1015,8,2,16,1,1,8,1,1,4,3,4,1,3,4,4,9,6,12,13,9,13,8,10,2,3
1039,2812,1,13,1,1,9,1,2,3,1,2,1,2,1,2,10,6,11,9,8,10,8,10,1,1
1058,8,3,12,1,1,10,4,4,4,2,4,2,4,4,4,10,6,12,10,8,10,8,10,1,1
1067,11,3,10,2,1,8,1,4,3,3,2,2,4,2,4,8,6,9,7,10,10,8,10,2,1
1077,5,1,15,1,2,8,3,3,3,3,3,3,3,3,3,9,6,11,10,9,11,8,10,1,1
1090,9,4,12,1,2,8,4,4,1,2,4,4,4,4,4,10,6,12,10,8,10,8,10,1,1
1099,26,3,11,1,1,8,1,2,4,2,3,1,3,4,3,9,6,10,8,9,10,8,10,1,1
1117,13,2,14,1,2,10,1,1,4,2,4,2,4,4,3,8,6,10,9,10,11,8,10,1,1
1131,13,1,16,1,1,9,3,3,3,2,2,4,4,4,3,10,7,11,9,9,10,8,10,2,1
1136,18,1,12,1,1,8,1,3,4,1,4,1,2,4,3,9,7,10,10,10,12,8,10,1,1
1160,13,1,14,1,1,8,2,2,4,2,2,2,2,2,2,9,6,12,9,9,9,8,10,2,2
1210,9,1,16,1,1,10,4,3,4,2,4,4,4,4,4,10,7,12,11,9,11,8,10,1,1
1225,62,3,15,1,2,8,2,3,4,3,4,1,2,4,3,10,7,12,11,9,11,8,10,1,1
1240,13,1,10,5,1,8,3,3,2,3,4,2,2,4,4,11,7,11,10,8,11,8,10,2,1
1254,9,2,7,2,1,7,2,4,4,2,4,1,1,4,2,10,7,10,9,9,11,8,10,1,1
1276,12,1,17,1,1,8,3,2,2,2,3,2,-1,2,3,11,6,12,10,7,10,8,10,2,1
1277,23,3,6,1,1,9,1,3,4,2,4,2,4,4,4,11,6,13,10,7,9,8,10,3,1
1296,23,2,14,1,2,8,1,2,4,2,4,4,4,4,4,10,6,10,9,8,11,8,10,2,1
1305,5,1,8,1,2,9,3,4,4,4,3,4,4,3,4,9,6,#NULL!,#NULL!,9,#NULL!,8,10,1,1
1315,11,1,9,1,1,10,1,3,4,2,3,4,-1,-1,3,8,7,9,9,11,12,8,10,2,1
1328,41,1,14,5,2,9,1,4,3,2,4,2,3,2,4,10,6,10,9,8,11,8,10,1,1
1329,5,2,16,1,1,8,4,4,4,1,4,4,4,4,4,10,6,12,10,8,10,8,10,1,1
1335,9,4,14,1,2,8,4,4,4,4,4,4,2,4,4,10,6,12,10,8,10,8,10,2,1
1339,12,2,14,1,2,8,1,2,3,3,4,1,1,2,2,9,6,11,9,9,10,8,10,2,1
1349,11,2,15,1,2,8,2,1,4,3,4,3,3,3,3,10,6,10,9,8,11,8,10,1,1
1358,10,2,7,1,1,8,4,-1,1,4,4,2,2,4,4,9,6,9,7,9,10,8,10,1,1
1377,1245,1,15,1,2,8,4,4,4,4,4,1,4,2,4,10,6,12,10,8,10,8,10,2,1
1401,11,1,16,1,1,8,4,3,4,1,4,2,4,4,4,9,6,11,9,9,10,8,10,1,2
1418,8,1,16,1,2,9,2,2,3,2,4,3,3,4,3,10,6,13,12,8,11,8,10,1,2
1453,21,2,16,1,1,8,2,3,4,4,4,3,3,4,4,10,7,10,8,9,10,8,10,2,1
1457,29,1,16,1,1,9,2,2,3,3,4,3,3,2,1,9,6,11,13,9,14,8,10,2,1
1460,27,1,15,1,2,9,1,4,4,3,4,4,4,4,4,10,7,11,10,9,11,8,10,2,1
1471,10,1,11,2,2,10,3,3,4,2,4,2,3,4,4,10,7,11,11,9,12,8,10,2,1
1510,26,2,13,1,2,9,4,3,4,1,4,2,1,4,4,10,7,10,9,9,11,8,10,1,1
1522,13,2,14,1,1,11,2,2,3,1,2,1,1,2,2,10,7,11,9,9,10,8,10,1,2
1524,26,1,17,1,2,8,1,3,4,3,4,3,4,4,4,10,6,12,10,8,10,8,10,2,1
1530,119,1,13,1,2,6,1,2,4,3,4,2,2,4,-1,9,7,11,10,10,11,8,10,2,1
2,10462,1,8,1,1,9,1,3,4,2,4,2,2,4,4,9,7,12,10,10,10,9,10,1,1
5,9,1,9,1,1,9,2,4,4,3,4,1,2,3,4,9,6,10,8,9,10,9,10,1,1
21,10,2,7,1,1,10,1,1,4,1,1,2,4,4,4,8,6,10,9,10,11,9,10,1,1
83,10,2,13,1,1,10,2,3,4,1,2,1,4,4,2,10,8,11,9,10,10,9,10,2,1
88,8833,2,7,1,2,10,4,4,3,3,4,1,2,4,4,9,7,9,9,10,12,9,10,1,1
100,76,1,8,1,1,8,1,1,3,3,2,1,1,4,4,8,7,10,9,11,11,9,10,3,1
129,5,1,11,1,2,8,3,3,3,4,4,2,2,4,4,9,7,10,7,10,9,9,10,2,1
154,15,1,6,1,2,11,3,4,4,1,4,2,1,4,4,9,8,11,9,11,10,9,10,2,2
159,8,1,10,1,2,9,4,4,4,2,4,2,4,4,4,10,8,10,9,10,11,9,10,2,1
178,6,2,7,1,1,9,2,4,4,1,3,3,4,2,3,9,6,10,8,9,10,9,10,1,2
194,12,1,16,2,1,9,3,4,4,1,4,1,4,2,4,10,7,12,10,9,10,9,10,1,1
232,42,1,8,1,1,9,2,2,4,2,4,2,4,4,4,9,6,9,8,9,11,9,10,1,1
241,11,4,11,1,1,9,1,3,3,2,3,3,3,4,2,9,7,10,8,10,10,9,10,1,1
242,1424,1,12,1,2,10,4,4,4,2,4,2,2,2,4,9,7,11,9,10,10,9,10,2,1
257,6,2,6,1,2,8,2,3,3,3,4,1,1,4,3,9,7,10,8,10,10,9,10,1,1
268,7,1,9,1,2,8,2,2,2,2,3,2,3,3,4,9,7,10,8,10,10,9,10,2,1
294,11,1,6,1,1,10,3,3,4,4,4,1,1,4,3,9,7,9,9,10,12,9,10,2,1
303,8,1,7,1,2,9,4,4,4,1,4,4,4,4,4,8,6,9,8,10,11,9,10,1,1
306,6,1,7,1,1,10,4,4,4,2,4,4,3,4,4,8,6,9,7,10,10,9,10,2,1
307,3545,2,8,1,2,9,4,4,4,4,4,4,-1,4,4,9,6,10,8,9,10,9,10,1,1
320,15,2,11,1,1,10,4,3,2,1,4,1,2,4,1,9,7,10,9,10,11,9,10,1,1
329,12,2,16,1,1,9,2,4,4,4,4,1,2,3,3,11,8,12,10,9,10,9,10,2,2
339,6,1,8,1,2,9,4,4,4,4,4,4,4,4,4,9,7,9,8,10,11,9,10,1,1
340,10,2,12,1,2,9,2,2,3,1,3,2,2,1,2,9,6,10,8,9,10,9,10,2,2
344,18,2,11,1,1,8,4,4,4,2,4,4,4,4,2,9,6,10,9,9,11,9,10,1,1
362,58,1,11,2,1,9,4,4,4,2,4,2,2,4,4,8,7,11,9,11,10,9,10,2,1
363,7,2,10,1,2,10,3,4,4,4,4,4,4,4,4,9,6,11,9,9,10,9,10,1,1
389,8776,2,6,1,2,10,2,2,2,2,3,1,1,2,1,7,6,8,10,11,14,9,10,2,1
392,7,2,11,1,2,9,2,2,2,3,4,2,2,4,4,9,6,11,9,9,10,9,10,2,1
395,11,2,10,1,1,9,4,4,3,2,4,2,4,4,4,9,7,11,9,10,10,9,10,1,1
435,20,1,13,1,2,10,4,4,4,4,4,1,1,4,4,9,7,10,10,10,12,9,10,2,1
450,15,3,13,1,1,10,2,2,4,2,2,2,4,4,-1,9,6,9,8,9,11,9,10,2,1
515,10,2,11,1,1,9,2,3,3,1,2,2,2,4,4,9,7,10,8,10,10,9,10,2,2
520,5,3,12,1,2,9,3,2,4,2,4,1,4,4,4,9,6,9,7,9,10,9,10,1,1
542,22,1,17,1,1,9,1,1,3,3,4,2,3,3,4,9,6,11,10,9,11,9,10,1,1
567,27,1,14,1,2,9,1,2,4,3,4,2,2,4,4,9,6,13,11,9,10,9,10,2,1
577,8,1,7,5,1,9,2,4,4,3,4,3,3,4,4,9,7,10,10,10,12,9,10,1,1
596,10,1,17,1,2,8,4,4,4,1,4,1,3,4,4,9,6,11,9,9,10,9,10,1,1
625,12,1,7,1,2,10,1,2,2,2,3,2,2,4,3,9,7,10,9,10,11,9,10,2,1
641,22,1,8,1,1,9,3,3,4,3,4,2,1,4,4,9,7,10,8,10,10,9,10,1,1
682,1507,2,12,1,1,10,2,3,3,1,4,3,4,4,4,10,7,10,9,9,11,9,10,1,1
685,19,1,11,1,2,10,2,2,4,2,4,3,3,4,4,9,7,10,9,10,11,9,10,1,1
691,8,2,7,1,2,9,4,4,4,3,4,4,4,4,4,10,7,10,8,9,10,9,10,1,1
744,10,2,8,1,2,10,2,3,3,2,4,2,1,3,3,8,6,9,7,10,10,9,10,1,1
745,14,1,7,1,2,10,1,2,3,3,4,2,2,3,4,10,7,12,9,9,9,9,10,2,1
748,8,1,10,1,1,10,1,3,1,1,-1,1,1,4,-1,9,7,10,8,10,10,9,10,2,2
816,10,2,14,1,2,8,3,3,4,3,4,2,2,4,4,8,6,10,8,10,10,9,10,2,1
830,14,2,10,1,2,9,1,4,4,4,4,1,2,4,4,9,7,11,10,10,11,9,10,2,1
847,15,1,6,1,2,9,2,2,3,3,3,1,1,3,3,8,7,9,8,11,11,9,10,1,1
892,17,1,6,1,1,8,3,3,2,3,4,1,1,4,2,9,6,9,7,9,10,9,10,2,1
894,7,1,9,1,2,9,4,4,3,1,4,3,3,4,3,10,7,11,9,9,10,9,10,1,1
898,27,1,13,1,2,8,4,4,4,4,4,4,4,4,4,9,6,9,6,9,9,9,10,2,1
911,13,1,13,1,2,9,3,3,4,3,4,2,4,4,4,10,7,11,10,9,11,9,10,1,1
914,10,2,12,1,2,9,3,3,3,3,4,2,3,2,2,10,7,11,10,9,11,9,10,2,1
980,10,2,11,1,2,10,3,3,2,2,4,2,4,4,4,9,7,9,8,10,11,9,10,1,1
987,9,2,6,1,2,10,2,3,2,2,3,1,2,3,4,9,7,#NULL!,#NULL!,10,#NULL!,9,10,2,3
1001,6,2,14,1,2,8,3,3,4,3,3,2,3,4,4,9,7,9,8,10,11,9,10,1,1
1014,7,2,16,1,2,9,4,4,4,4,4,4,4,2,4,9,6,10,9,9,11,9,10,1,1
1016,21,2,12,1,2,8,4,4,4,4,4,3,4,4,2,8,6,10,9,10,11,9,10,2,1
1055,7,5,15,1,2,9,1,1,4,1,2,2,1,4,4,9,6,11,9,9,10,9,10,1,1
1061,5,1,15,1,1,9,2,3,3,2,2,3,3,2,4,10,7,12,11,9,11,9,10,3,2
1065,9,3,9,1,2,9,4,4,4,3,4,4,4,4,4,9,6,9,7,9,10,9,10,1,1
1123,25,2,8,5,2,9,4,4,4,1,4,4,4,4,4,9,6,9,7,9,10,9,10,1,1
1130,12,3,11,1,1,8,1,4,4,4,4,1,4,4,4,8,7,9,7,11,10,9,10,2,1
1143,20,1,9,1,2,9,1,3,2,2,2,1,2,4,4,9,7,9,8,10,11,9,10,1,1
1154,8,2,11,1,2,9,4,4,4,4,4,1,4,4,4,10,7,11,9,9,10,9,10,1,1
1166,9,2,6,1,1,9,2,2,4,4,4,3,4,4,3,8,6,10,8,10,10,9,10,2,1
1198,12,2,8,1,2,8,4,3,3,3,3,2,3,3,3,9,6,10,8,9,10,9,10,1,1
1201,19,1,11,5,1,9,4,3,4,3,4,1,1,4,4,9,6,10,8,9,10,9,10,2,1
1218,7,4,11,1,1,10,3,4,4,3,3,4,4,4,4,9,6,9,7,9,10,9,10,1,1
1237,17,1,11,1,1,9,1,1,4,3,4,2,4,4,4,9,7,10,8,10,10,9,10,1,1
1258,7,1,12,1,1,8,2,3,4,2,4,2,2,4,4,9,7,10,9,10,11,9,10,2,1
1265,22,1,10,1,2,10,2,4,4,3,4,4,3,2,2,#NULL!,#NULL!,10,8,#NULL!,10,9,10,1,1
1310,11,2,16,1,1,10,4,4,4,4,4,3,1,4,-1,9,7,11,9,10,10,9,10,1,2
1313,14,2,15,1,1,9,4,4,4,3,4,4,4,4,4,10,7,11,10,9,11,9,10,2,1
1370,11,2,16,1,1,10,4,4,3,1,4,4,4,2,3,10,8,10,9,10,11,9,10,1,1
1375,27,3,8,1,1,9,3,3,3,2,4,3,1,3,4,9,6,9,7,9,10,9,10,3,2
1386,16,1,12,1,1,10,3,4,4,4,4,4,4,4,4,10,7,11,9,9,10,9,10,1,1
1403,16,1,6,1,1,10,3,2,4,1,4,2,4,4,2,9,7,9,8,10,11,9,10,2,1
1405,13,3,7,1,1,10,2,3,4,3,4,4,3,4,3,10,6,11,8,8,9,9,10,2,1
1427,11,2,12,1,2,10,4,1,4,4,4,4,4,4,4,9,7,10,8,10,10,9,10,1,1
1451,7,3,15,1,1,9,1,1,3,3,3,2,2,4,4,8,6,8,7,10,11,9,10,1,2
1486,7,1,6,1,1,10,1,1,3,2,4,1,1,4,4,8,6,10,8,10,10,9,10,1,2
1543,32,1,14,1,1,10,1,1,4,2,4,2,2,4,4,9,6,11,9,9,10,9,10,1,1
7,44,1,7,1,2,10,4,4,4,4,2,4,4,4,2,8,7,8,7,11,11,10,10,2,1
20,7,2,10,1,1,10,3,3,4,2,4,1,2,4,3,9,7,10,8,10,10,10,10,1,1
33,11,3,6,1,2,10,4,4,4,2,4,2,4,4,4,8,7,9,7,11,10,10,10,1,1
35,12,2,12,1,2,10,3,1,4,1,4,1,3,4,4,9,7,10,8,10,10,10,10,2,1
44,5,1,9,1,2,8,4,4,4,4,4,4,4,4,4,9,7,10,8,10,10,10,10,1,1
46,8,7,13,1,1,9,4,4,4,1,4,4,4,4,1,11,9,12,10,10,10,10,10,1,2
58,5,1,11,1,2,10,3,3,3,1,3,2,3,3,3,9,8,10,8,11,10,10,10,1,1
69,8858,2,7,1,1,10,3,3,2,2,3,2,3,3,2,8,7,9,7,11,10,10,10,1,1
80,11,2,8,1,2,10,1,4,4,1,4,2,4,4,4,9,7,10,8,10,10,10,10,1,1
141,9,1,6,1,2,10,1,4,4,4,4,2,4,4,4,7,6,8,6,11,10,10,10,1,1
146,11700,1,6,1,1,9,3,4,4,3,4,3,4,4,4,9,8,10,9,11,11,10,10,1,1
147,11,1,6,1,2,10,4,4,4,3,4,4,3,4,4,9,7,9,8,10,11,10,10,1,1
174,8597,3,10,1,1,10,3,3,4,1,2,2,1,1,2,9,8,10,8,11,10,10,10,2,1
197,5,3,7,1,1,11,1,4,4,1,4,1,4,4,4,8,6,8,6,10,10,10,10,1,1
213,6,2,12,1,1,10,4,2,4,4,4,2,4,3,4,9,7,11,9,10,10,10,10,1,1
220,11,2,6,1,1,10,3,3,3,1,4,4,2,4,4,8,7,8,7,11,11,10,10,1,1
224,6,1,7,1,1,9,1,3,4,1,4,4,4,4,4,9,7,9,7,10,10,10,10,2,1
252,7,2,12,1,1,10,2,2,3,1,4,4,4,4,3,8,7,8,7,11,11,10,10,1,1
267,10642,1,11,1,1,8,4,4,2,2,2,3,3,2,3,10,8,10,8,10,10,10,10,1,1
331,7,2,11,1,1,9,3,3,4,1,4,2,2,2,2,9,7,10,8,10,10,10,10,2,1
396,11,3,10,1,1,10,4,3,4,4,4,4,4,3,4,9,7,9,7,10,10,10,10,2,1
403,28,3,9,1,1,8,4,4,4,3,4,1,2,4,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,10,10,2,1
405,7,1,7,1,1,10,3,4,4,3,4,3,3,3,3,8,6,9,7,10,10,10,10,1,1
413,11,1,6,1,1,10,4,4,4,4,4,3,4,4,3,9,7,9,7,10,10,10,10,1,1
420,9,1,7,1,2,11,4,4,4,4,4,4,4,4,4,8,7,8,7,11,11,10,10,2,1
427,13,1,11,5,2,12,1,2,2,2,3,1,1,2,4,8,7,9,8,11,11,10,10,2,1
454,23,4,8,2,2,10,4,3,4,2,4,3,4,4,4,7,6,8,7,11,11,10,10,1,1
470,6,2,8,1,2,10,4,4,4,3,4,1,4,4,4,8,6,8,7,10,11,10,10,1,1
508,13,1,6,1,1,9,4,4,2,3,4,2,4,3,2,8,7,8,7,11,11,10,10,2,1
513,7,1,11,1,2,10,2,3,3,2,3,1,1,4,3,#NULL!,#NULL!,10,8,#NULL!,10,10,10,1,1
524,168,2,8,1,2,11,3,4,3,2,4,3,3,1,4,8,7,9,7,11,10,10,10,2,1
551,10,2,8,1,1,10,1,3,4,1,4,4,4,3,2,8,7,8,7,11,11,10,10,1,1
575,9,1,6,1,1,10,3,3,4,2,3,2,4,4,2,8,7,8,7,11,11,10,10,2,1
609,13,1,11,1,1,8,2,2,2,2,3,2,3,4,1,9,7,10,8,10,10,10,10,1,1
610,7,1,12,1,1,10,2,4,4,4,4,1,1,4,4,8,6,9,5,10,8,10,10,2,1
617,28,1,13,1,2,8,4,2,3,2,4,3,3,2,4,9,7,11,9,10,10,10,10,1,1
628,5,1,8,1,2,10,2,4,3,2,4,2,3,4,2,8,7,9,8,11,11,10,10,1,1
634,81,1,9,1,2,11,3,3,3,3,3,2,3,4,3,8,7,#NULL!,#NULL!,11,#NULL!,10,10,3,1
694,9,2,10,1,1,10,1,3,3,3,4,1,3,3,3,10,8,11,10,10,11,10,10,1,1
746,6,1,7,1,1,10,4,4,2,2,4,2,1,4,2,8,6,9,7,10,10,10,10,1,1
770,6,1,7,1,2,10,2,4,4,2,3,2,4,4,4,8,7,9,9,11,12,10,10,2,1
779,9,2,12,1,1,8,4,4,4,4,4,3,4,4,4,8,7,10,8,11,10,10,10,2,1
788,7,1,6,1,2,10,3,3,3,3,4,3,3,4,4,8,6,9,7,10,10,10,10,1,1
835,12,2,6,1,1,10,2,3,3,2,4,2,2,4,2,6,5,8,6,11,10,10,10,2,2
836,6,1,7,1,2,10,2,4,4,2,4,4,2,4,4,9,7,9,9,10,12,10,10,1,1
860,7,1,10,1,2,10,4,4,3,2,4,1,2,4,4,8,6,8,7,10,11,10,10,2,1
865,8,1,8,1,2,10,3,4,3,1,4,3,3,4,3,8,7,8,7,11,11,10,10,1,1
873,17,1,7,1,2,10,3,3,4,2,3,3,2,4,3,8,7,10,9,11,11,10,10,1,1
900,8,1,7,1,2,10,3,4,4,2,3,3,3,4,4,8,6,8,6,10,10,10,10,1,1
910,9,2,8,1,1,12,4,4,4,3,4,2,2,4,4,8,7,9,8,11,11,10,10,1,1
915,6,3,6,1,2,10,2,4,4,4,4,4,4,4,4,8,7,9,8,11,11,10,10,1,1
927,27,1,8,1,2,9,2,4,-1,3,4,4,4,4,4,8,7,9,7,11,10,10,10,1,1
931,34,2,6,1,1,10,4,4,4,2,4,3,1,4,3,9,7,10,8,10,10,10,10,2,1
1007,9,1,6,1,1,10,2,4,3,3,4,4,-1,4,3,8,6,11,10,10,11,10,10,1,1
1009,6,2,10,1,1,10,4,4,4,4,4,3,3,4,4,8,6,9,7,10,10,10,10,1,1
1054,10,2,7,1,2,10,4,4,4,2,4,4,4,2,3,9,7,9,7,10,10,10,10,2,1
1108,6,2,9,1,1,10,4,4,4,4,4,3,4,4,4,8,7,10,8,11,10,10,10,2,1
1115,12,2,6,1,2,11,3,3,4,3,2,4,4,4,2,7,6,7,6,11,11,10,10,3,1
1119,24,2,9,1,1,10,3,3,3,1,3,2,2,3,4,8,6,9,7,10,10,10,10,1,1
1126,6,1,7,1,2,10,4,4,4,3,4,4,4,4,4,8,7,8,7,11,11,10,10,2,1
1134,32,1,7,1,1,10,1,4,4,4,4,4,4,4,4,8,6,9,7,10,10,10,10,1,1
1140,10,2,7,1,1,10,2,2,2,3,3,2,4,2,4,8,6,9,7,10,10,10,10,1,1
1194,6,1,10,1,2,10,3,3,3,2,4,4,3,3,3,9,7,9,7,10,10,10,10,2,1
1202,20,2,9,1,2,10,3,2,4,2,4,2,3,3,4,8,6,9,7,10,10,10,10,1,1
1204,13,2,9,1,2,10,2,4,4,4,4,4,4,4,4,8,6,10,10,10,12,10,10,1,1
1208,7,2,6,1,1,9,3,4,4,4,4,4,4,4,4,9,8,10,8,11,10,10,10,1,1
1234,11,1,9,1,2,10,3,4,4,2,4,1,4,4,4,#NULL!,#NULL!,9,8,#NULL!,11,10,10,2,1
1268,10,2,7,1,1,9,4,3,4,2,4,1,3,2,2,8,7,9,7,11,10,10,10,1,1
1300,5,5,10,1,2,11,3,3,3,2,4,4,2,2,4,9,7,11,8,10,9,10,10,2,1
1334,13,1,9,1,2,10,4,4,4,4,4,4,4,4,4,8,6,10,8,10,10,10,10,1,1
1351,6,2,10,1,2,10,3,2,4,4,2,4,4,4,4,9,7,9,7,10,10,10,10,1,1
1360,10,1,7,1,2,8,1,3,2,3,4,1,1,2,4,8,7,9,7,11,10,10,10,1,1
1380,26,1,8,1,1,9,1,2,4,2,3,1,3,4,3,8,6,9,7,10,10,10,10,1,1
1404,6,1,8,1,2,11,3,3,4,1,4,2,4,4,3,9,8,9,8,11,11,10,10,3,1
1413,6,1,7,1,2,10,3,2,4,4,4,1,2,3,4,8,7,10,9,11,11,10,10,2,1
1432,10,1,9,1,2,10,4,4,3,1,4,2,4,4,1,9,7,10,8,10,10,10,10,1,1
1433,8,3,8,1,2,9,4,4,4,2,4,1,1,4,4,9,8,10,9,11,11,10,10,1,1
